item,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31
734,0.538166761,0.888403296,0.224389076,0.633009553,0.437521905,0.051297609,-0.348180085,-0.23793523,-0.108386084,0.210443854,-0.508838296,0.166440561,0.354975551,0.935784101,0.412501514,0.338995367,0.839672387,0.619821906,0.230682269,-0.538537741,0.841102362,-0.035365071,0.155489251,0.236099914,0.655083477,-0.180478409,0.353723347,0.443434238,-0.374320596,-0.147222549,0.599648952,0.052983038
625,0.132503778,0.900779605,-0.129057124,0.226187259,0.009660485,0.380078465,-0.381299824,-0.628628314,0.00908132,0.288847238,0.185399354,0.471939713,0.324893981,0.721485376,-0.246177495,0.0080547,0.283673465,0.052315097,-0.278395832,0.098587245,-0.080990627,-0.128797784,-0.568428636,0.593721449,0.32267794,-0.577347755,0.147403911,0.793692708,-0.092677444,0.059010968,0.658394754,0.296704262
3602,0.057239886,0.992650926,0.041552264,-0.128711984,0.641558766,-0.358463436,-0.071872219,-0.977550805,0.583172023,0.098805018,-0.71055007,0.164782077,0.344589144,0.533285618,-0.057764553,0.275133073,0.045828611,-0.2258012,0.665859938,-0.622083187,0.838234067,0.071814969,-0.439741135,-0.550561547,0.403767318,-0.4076702,-0.011304069,0.221940875,-0.731229722,-0.026516894,0.687375844,-0.258489639
4086,0.29212594,0.325436056,-0.29980883,-0.415161908,0.76499331,-0.012642855,-0.367074817,0.036990315,-0.191496864,0.981482506,0.262466252,0.356762856,0.334161639,0.705094278,0.960678279,0.062270626,-0.1552497,-0.093970969,0.061866075,0.296025008,0.58248955,-0.138749212,-0.212422103,-1.28670013,0.709953725,0.546739578,0.649816334,0.258183122,0.168753669,-0.556959569,0.970130324,-0.2022499
2882,0.29557094,0.827467024,0.224643499,0.441342294,0.302571684,0.175084352,-0.421636015,-0.515365779,-0.234241068,0.089735672,-0.090141289,0.003022765,0.39210695,0.174170494,-0.293199003,-0.03438013,0.322068423,-0.085371912,0.439071715,-0.685492516,0.433623344,0.057301138,0.27756989,0.816809177,0.290043652,0.136512324,0.151680186,0.509474576,-0.817771614,0.088608794,0.828287184,0.163280413
1048,0.480974764,1.016384959,-0.307168782,0.144003257,0.665205002,-0.283337057,-0.048935801,-0.563883841,0.318631828,0.03089116,-0.53249234,0.094162367,0.595256388,0.51270467,-0.30426383,-0.100500904,-0.492826581,0.087680496,0.121421203,-0.209056184,0.143840522,-0.06520994,-0.113372572,0.182891995,0.08974655,-0.200466245,-0.045292661,0.361231595,-0.547480941,-0.043104224,0.373727709,0.238615185
1024,0.523778439,0.089622319,0.07245288,0.56678158,0.288538188,-0.056900389,-0.918346882,-0.641801178,-0.942066431,0.172797993,-0.39357537,-0.816524088,0.221069768,0.228305802,-0.037943598,-1.063384414,-0.246511653,0.125710502,-0.294432998,-0.421918273,0.262152076,0.44773972,0.425549448,0.483516723,0.377111793,-0.306492567,0.017951079,0.182737932,-0.199963108,-0.167469457,0.680592895,-0.035566185
3769,0.328586668,0.715013504,0.461608201,0.481504083,0.601708949,-0.377587318,-1.186626673,-0.246325567,0.391875595,0.086698622,-0.044283323,0.773948193,0.030787833,0.364049911,0.169634521,0.20155862,-0.818259299,0.075788647,0.059631262,0.658520222,-0.00871601,-0.197250843,-1.164911747,-0.080473751,0.272942215,-0.297602564,0.399674773,-0.272325903,-0.51978898,-0.825105965,-0.12037608,-0.290687025
3497,0.048246447,0.582162201,0.530486345,0.133680075,0.526298821,0.215971544,-1.024277925,0.075405061,-0.168121874,0.438175768,0.254508346,0.439682931,-0.135812044,-0.241157874,-0.60125792,0.083978012,-0.723209202,-0.650068104,0.129268318,0.079100057,-0.051233839,-0.474331498,-0.953304648,0.376076937,0.178762272,-0.003134458,0.256653994,-0.420808643,-0.558098257,-0.743212223,0.496890485,0.008273137
3060,0.964183569,0.160847709,0.07054247,0.063981056,0.914942682,0.200347438,-0.134259164,-0.621870339,0.07821954,0.03240484,-0.876615703,0.083712026,0.879856646,0.486283958,0.322337508,-1.046278238,-0.291843027,0.620877206,0.014169663,-0.205286607,-0.308843434,0.35656628,-0.213093728,0.06566783,-0.249553293,-0.393969715,-0.288565487,0.474931866,-0.280520976,0.555335999,0.630782902,0.475749195
559,0.924477041,0.31588906,0.497320861,0.504351079,0.137267813,-0.253289163,-0.633735538,-0.144005433,0.13131091,-0.062056631,-0.134116545,-0.075445317,-0.226836592,0.816453874,0.601741791,-0.45268169,-0.62811476,0.458622932,-0.510514319,0.527688861,-0.145886064,0.076545641,-0.178470507,0.847590625,0.16227895,-0.977953136,0.396844506,0.852877319,-0.069056973,0.167209044,0.56058991,0.008438283
546,0.282364696,0.024047919,0.513440669,0.003272587,0.222926229,0.133122623,-0.481510997,0.0409531,-0.225754365,0.645308554,-0.056614731,0.184186652,0.054549586,0.668920457,0.77521956,-0.619168222,-0.462666839,0.739303708,-0.910422325,0.259777099,0.504291713,0.410406768,-0.780854225,-0.004354908,0.822476685,-0.421260476,0.293086112,0.681711912,0.328128368,-0.07957498,0.674265206,0.196669593
563,0.586988688,0.358893067,0.423359931,0.286633223,0.168063715,0.106455922,-0.337770492,-0.075772695,-0.133415729,0.016537325,-0.128179207,-0.386421472,-0.258179337,0.251449883,0.226031974,-0.613149941,-0.670193434,-0.208859593,-0.576681018,-0.015293913,-0.114995815,0.269997448,-0.150592655,1.051709533,0.350126266,-0.388821602,0.212471843,0.983380616,-0.20208852,0.417790651,0.850641489,0.263471186
544,0.1105,0.068338782,0.792009771,-0.02084793,0.25927633,0.510157347,-0.531568944,0.187320441,-0.462900341,0.798524976,0.153776005,-0.158211276,-0.249387145,0.132993966,0.370888412,-1.002373815,-0.655700505,0.452894092,-0.782151163,-0.148338735,0.517342687,0.754532635,-0.704262376,0.212766394,0.310854614,-0.023888737,0.335112005,0.460931778,0.51159668,0.003060844,0.936776459,0.471481323
101,0.511772096,0.825251341,0.076225176,0.485259861,0.445224613,0.003812528,-0.144265503,0.153309479,-0.028527612,0.443067491,0.47958225,-0.071591906,0.06277784,-0.001166392,-0.231363669,-0.007802397,-0.663712621,-0.530717373,0.472248346,-0.033584636,-0.162310809,0.042691626,0.314122438,0.380036145,-0.266038299,-0.486319095,0.534166038,-0.111580826,0.149348497,0.555278778,1.148416877,-0.506744623
1666,-0.161398888,-0.441838741,-0.083524406,0.188237995,0.173245877,-0.115000442,-0.289287686,-0.3811768,-0.046952944,1.125927687,0.057998292,-0.284639955,-0.591323495,0.715931356,0.911058784,-0.860387921,-0.01450322,0.121009,0.063414544,-0.565251648,-0.250475287,-0.308988184,0.002390284,-0.142345682,-0.051142715,-0.383985817,-0.150494114,0.215875626,-0.931811392,0.431063056,0.948137403,0.378477991
543,-0.227084547,0.004632784,0.223274738,0.070700221,0.270492792,0.613870561,-0.275074571,-0.122389585,-0.422330379,0.799721122,-0.214288414,0.009339292,0.11464522,0.397292495,0.375863254,-0.891019583,-0.352791995,0.409863681,-1.106299162,0.060468279,0.329333693,0.488033414,-0.548211455,-0.034363784,0.382320493,-0.516373098,-0.131692886,0.662887037,0.034823056,0.244508713,0.894025385,0.259693623
1030,-0.091326371,0.15530625,-0.196475536,0.525195837,0.590744019,0.311243415,-0.918358266,-0.180718258,-0.698826075,0.640374959,-0.413210243,-0.604561031,0.289848238,0.388056189,0.226506934,-0.758759975,0.109054245,0.222407266,-0.432736099,-0.486440212,0.750569105,0.587313771,0.318370223,0.166032314,0.94592756,0.176216349,-0.130091369,0.150882289,0.106342755,-0.644515812,0.676445723,0.012647872
1021,0.376643479,-0.280245543,0.130238727,0.691902459,0.1928633,-0.007566083,-0.996686995,-0.750357568,-0.669089198,0.266359091,-0.12776123,-0.859579265,-0.032111641,0.455247611,-0.065714471,-1.223353863,-0.300444394,0.236876085,-0.269215286,-0.288445532,0.2596986,0.591122806,0.703960359,0.254741997,0.16987057,-0.536015093,0.046600189,0.346057087,-0.271442592,-0.333215922,0.531730652,-0.080718406
2423,0.837284744,-0.49922967,0.699627459,1.001439571,0.241020992,0.614213407,-0.959745288,-0.765423119,-0.369110256,0.255301446,-0.430253893,-0.820839226,0.330111861,-0.241807431,-0.208002284,-1.143441558,0.345174134,0.057343047,0.210182935,-0.745398462,-0.119744346,0.178378195,0.086878709,-0.461886615,-0.116340473,0.274368703,0.517466784,0.376641423,-0.639771998,0.360782117,0.387250215,-0.661232829
3260,0.133184567,0.552024245,0.704064012,0.380955905,1.025651097,0.193796828,0.382562518,-0.508007288,0.403346628,0.192004919,-0.629338622,-0.256835401,0.170891136,0.391154647,0.039292201,0.002355171,-0.045410331,0.147363976,-1.119459867,-0.354353964,0.119557656,-0.322841495,-0.292018235,-0.454924256,-0.107345022,-0.156001076,0.829888999,0.43867448,-0.314359814,-0.728703558,0.248509601,0.154668376
3259,0.238845065,0.055982165,0.992137313,0.519190133,0.614443541,0.010250989,0.143291861,-0.515440345,0.441930503,0.084428199,-0.348699957,-0.098930568,0.704345286,0.292657584,0.145798817,-0.041310463,0.278147042,0.184134573,-1.066923976,-0.300781339,0.126083374,-0.649179459,-0.107224524,0.039712198,0.460223317,-0.06071021,1.25755012,0.476958603,-0.415354222,-0.862444997,0.555888414,-0.159349903
4294,-0.309880167,-0.202508658,0.119433798,-0.133676812,1.124946356,0.312679023,0.090444766,-0.213785157,0.264634907,0.60204047,-0.511276126,0.010816536,0.611771643,-0.000518373,0.286352485,-0.326138258,0.434379637,0.606202424,-0.845872521,-0.271919101,-0.281280339,-0.185103014,-0.432257116,-0.045728356,0.20068939,-0.273447692,0.888411105,0.398302883,-0.281753719,-0.777988255,0.887389541,-0.545858622
845,0.909141541,0.385020912,-0.022850694,0.710647225,0.44008708,0.10520231,-0.617902577,-0.529637933,-0.007706999,-0.140417844,-0.128218025,-0.508420169,0.243746191,0.402772009,0.733246982,0.256398886,-0.508507013,0.221807525,-0.397868484,-0.008245975,0.108557843,-0.424829721,-0.313502342,-0.263890535,0.323030025,0.181903973,0.215289384,0.449753761,-0.157355174,-0.029532488,0.428648144,-0.768609583
4112,0.883756638,0.299195856,-0.338939697,0.289866477,0.683751404,-0.49598527,-0.90433538,-0.480526447,0.2490087,0.343799859,-0.295608848,-0.168971241,0.313508242,0.258452386,0.476356804,0.185015321,0.136249587,0.831191361,-0.308222324,-0.127169102,0.485676855,-0.976635695,-0.573461592,-0.602824271,0.130746245,0.531415939,0.405857831,0.352589935,-0.06077335,-0.163006708,0.732023954,-0.274221659
3467,0.262476623,0.030976932,0.16647543,0.081287049,0.646939516,-0.767829359,-0.617854238,-0.648025095,0.293754578,0.660115659,-0.327667594,0.196919918,0.708961546,0.228140503,-0.371363878,-0.410345912,-0.055539962,0.505132914,-0.199003503,0.342812568,-0.533543229,-0.804593623,0.022128979,0.322764993,-0.040228717,0.043456603,0.213935882,0.382784605,-0.5459795,-0.568111181,0.602306843,-0.06161572
4045,0.226052523,0.241387337,0.074230395,0.420158803,0.650396228,-0.157370985,-0.066758618,-0.154395029,0.176132783,0.648589849,0.046066187,-0.030542031,0.75893563,0.307070762,0.604431689,0.080487713,-0.327694505,0.5966416,-0.731374204,0.263511598,0.096395947,-0.191925108,-0.000744162,0.552744269,0.114647619,-0.190461174,0.033933043,0.253506124,0.107448339,-0.565611005,0.764909148,-0.066583417
2572,0.371367127,0.087408133,0.128958255,-0.026819196,0.484883964,0.327498674,-0.837002397,-0.165376902,0.180204213,0.810675859,-0.177260607,0.519980371,0.584494472,-0.050499156,0.092900433,-0.259900004,0.019550353,-0.410132825,0.000140104,0.493176073,0.120661035,-1.573475242,-0.617146313,0.187027156,-0.169974685,-0.86187762,1.005653143,-0.085318714,-0.813937008,-0.429103285,-0.095623322,-0.047295511
2466,-0.201882213,0.312604994,0.469732285,0.335171252,0.831082582,0.946193218,0.166367203,-0.783417523,0.074862078,0.304147959,-0.541019261,-0.090841018,0.137871921,0.315086275,-0.524916768,-0.14293845,-0.007863815,0.158052072,-0.64533323,-0.346645892,-0.676308334,0.039736237,-0.661947131,0.115636051,-0.232055008,-0.268047541,0.594694078,0.073931672,-0.664217353,-0.408451051,0.301490098,-0.456187546
4174,0.787273228,0.819473326,0.170455143,0.219647869,0.638361216,0.257076353,0.020275023,-0.094607003,0.205868155,0.285652786,-0.018320488,0.200830743,0.585811496,0.044662084,0.149338588,-0.256421655,-0.236735031,0.438873351,-0.554398239,-0.471189111,0.171311021,0.094501205,0.143778488,0.402630895,0.038262755,0.399271727,0.199284211,-0.120363802,0.303044856,-0.433330417,0.887414634,0.311426967
2443,1.096533298,0.218144491,-0.039903894,0.524401903,0.65433991,0.446691751,-0.392539471,-0.4168773,-0.367043763,0.056301769,0.139601231,-0.930777967,0.042088803,-0.193884522,0.324200988,0.271261811,-0.678144336,0.152389497,-0.316632211,0.148287579,0.19105424,-0.141222343,-0.437355936,-0.052337497,-0.213180661,0.350721449,0.179620937,0.289530128,-0.163550034,0.026147595,1.019418597,-0.232893005
3197,0.559391618,0.438577443,0.155247733,0.457042724,0.508076131,-0.078754485,0.05270084,-0.196377277,0.131891906,0.450889796,0.446610063,0.15236932,0.079777814,-0.076863848,-0.315190107,0.020262351,-0.981094599,-0.288283646,-0.229521558,-0.129339457,-0.469161779,-0.317743868,-0.539823711,0.584494472,-0.394115746,0.120481089,0.527882457,-0.179186091,-0.498527646,-0.764841139,0.346967965,-0.192675591
2616,0.256974816,-0.245500907,-0.098901592,0.343305647,0.94875735,0.170617178,-1.045706511,-0.392497092,0.048312612,0.096609853,-0.063455634,0.198020831,0.36890316,-0.727429092,-0.064428911,-0.081542313,-0.63420552,0.014291498,-0.263196468,-0.457080513,-0.270752788,0.188461408,0.695229471,0.279106349,0.589558363,0.532472014,0.450559825,0.471679091,0.268997997,0.181967467,1.261288643,0.486545801
2715,0.088178068,0.680361748,0.579856038,0.08162266,0.998879254,0.451953858,-0.248085707,-0.713914752,0.368561894,0.161832035,0.313275993,-0.386111975,0.131790072,-0.05048079,-0.188644096,-0.470026135,0.002984475,-0.386297911,-0.310103804,-0.087230124,-0.009241629,-0.000660831,-0.548196495,0.788185179,0.131987274,0.269026041,0.508286893,0.306695819,-0.327385724,-0.466616631,0.184011638,-0.60745883
3927,0.090065576,1.049545765,0.592902243,0.433862537,0.655736089,0.260816693,-0.44313249,-0.416697353,0.072253071,0.309768111,-0.059227232,0.069774605,-0.550453186,-0.340577275,-0.772955656,-0.094957657,-0.28032741,-0.277671933,0.29243046,-0.01233515,-0.318201661,-0.131795362,-0.56044966,0.212562039,0.303336114,0.208503351,0.167794868,-0.117397711,-0.810687244,-1.044153333,0.852342188,-0.435793847
3887,0.026895486,0.919439971,0.720326483,0.015524345,0.627452254,0.571938455,-0.394054204,-0.336964518,-0.569575369,0.28921479,-0.316526979,-0.106499337,-0.354099274,-0.174956977,0.343002141,-0.050043695,0.03701314,-0.505873621,0.072509341,-0.686515808,-0.086783893,-0.26611197,0.878233731,0.265990973,0.382930189,-0.011247276,0.022433812,0.71243912,-0.744175613,-0.957085192,0.723932862,-0.531586826
1735,-0.42489022,0.710287929,0.48271063,0.539286017,0.485243529,0.679510951,-0.23654528,-0.395178556,-0.23030439,0.194048092,-0.186085552,0.546272755,0.743856609,-0.336750239,-0.443014115,-0.195726573,-0.096447028,0.301721096,-0.253624767,-0.758112609,-0.178622022,0.547636747,-0.14479585,0.770477414,0.095800869,-0.289269745,0.67549783,-0.479816884,-0.160043925,-0.608843148,0.819835067,0.25640747
2727,0.316875696,0.283075452,-0.096839964,-0.312628597,0.067923337,0.634661973,0.068419732,0.145125553,0.91309762,0.658319473,-0.411428481,0.562681615,0.623381138,0.91784507,0.687895,-0.561549664,-0.886049271,0.08417587,0.334078729,-0.976243794,0.601377785,0.428619325,0.257730991,-1.290176272,-0.48049134,-0.017228704,1.052026272,0.055624407,0.844810963,-0.209951043,0.479840726,0.136216015
1005,0.80501014,0.455637276,-0.064750046,-0.044242278,0.38994047,-0.311254978,-0.333791465,-0.638118207,0.187839195,0.330744177,-0.47194615,0.056117192,-0.239972085,0.851308405,-0.681075752,-0.298072934,-0.357274681,-0.230176166,0.74920696,-0.516664922,0.303601295,0.091455512,-0.205135748,-0.587639749,0.050736111,-0.909978569,0.32485497,-0.10613513,-0.20007053,-0.007110978,0.167565495,0.394555718
2943,0.664283991,0.150336325,-0.261802763,-0.662060857,-0.123254038,0.976621032,-0.353951246,0.697672427,0.722456574,0.662982643,0.001107297,0.693862259,0.718176842,0.504922211,0.83975774,-0.527009487,-0.705721498,0.075963221,0.323880106,-0.485270053,0.826788545,0.171067193,0.140013486,-0.786663711,-0.536593795,0.354780108,1.298386455,-0.046338767,0.696295917,-0.609563768,0.664834261,0.254931748
3318,0.443860501,0.127141774,-0.031796746,0.018350789,0.867465913,0.600273371,-0.266905189,-0.191070765,-0.187893242,0.548013687,-0.126684457,0.32595408,0.766901851,0.213941544,0.188835099,-0.42071566,0.785982847,0.784018815,0.036741592,-0.298965186,0.172930822,-0.200592965,-0.592770875,-0.44526571,0.33447668,0.270138711,-0.019908408,0.250294149,0.047680967,-0.212823883,1.396462917,-0.213028446
1461,0.350590914,-0.001679397,-0.138363689,0.257056087,0.285998315,0.101899751,-0.374138743,-0.29151687,0.041130882,-0.139834002,0.592949867,0.309800506,0.395752281,-0.038567651,0.029056139,-0.555044293,-0.870023251,-0.218309298,-0.089862816,-0.772646725,0.228379488,0.074308641,0.418689847,0.04085372,-0.305735618,0.193344891,0.486026049,-0.171829998,0.358251154,0.129978821,1.346059442,-0.085448124
3853,0.748868525,0.028912188,0.239680156,0.12339969,0.707345068,0.084164217,-0.039056733,-0.090090796,0.266410559,0.294116616,-0.052034941,0.1750018,0.559789717,0.205060899,0.811898589,-0.254250497,-0.226162389,0.362481505,-0.655447781,0.103860483,-0.045188066,-0.213787109,-0.230959401,-0.027666662,-0.040367786,0.054016698,0.258793414,0.349702567,-0.285956889,-0.768229723,0.616269112,-0.672463834
1291,-0.14129208,1.201107383,0.08764337,0.664146543,0.112122476,0.483976543,-0.681614399,-0.533480465,0.194981992,0.379937887,0.774036348,0.040902033,0.377634376,-0.071297795,-0.314093918,0.052925758,-0.161233529,0.091067635,-0.002560378,-0.239436075,-0.322427452,0.684272349,-0.170741931,0.168388024,0.34916845,-0.504963934,0.004261571,-0.356436133,-0.461135119,-0.307499349,0.639583051,0.106419973
3919,0.179357678,0.49773553,0.476771116,0.047239013,0.613869131,-0.214710996,-0.576758981,-0.352533311,0.34774825,0.215998262,0.08898443,0.543295979,0.530026138,0.30955562,0.004965327,0.252588183,-0.361336023,-0.307604402,-0.070711091,0.232861847,0.59026289,-0.504739881,-0.670414209,-0.214103743,0.344857246,-0.843288183,0.733017147,-0.293680161,-0.76726234,-0.757022083,0.041944996,-0.294531614
3189,0.687516272,0.064371705,0.652185082,0.457389683,0.182111636,0.266417265,-0.727127135,-0.273760825,0.343854755,0.576670468,-0.107685789,0.66637516,0.970096767,0.211169675,0.020422164,0.274340123,-0.359655499,-0.469519228,-0.173028976,0.13564156,0.777390599,-0.611498833,-0.144272536,0.422914267,0.440411955,-1.174654603,0.87916261,-0.251656502,-0.520099998,-0.459939152,-0.412140727,0.487329036
3193,0.167639107,0.378813088,0.50692904,0.052987795,0.315651387,-0.130287901,-0.514440238,-0.402722925,0.42622295,0.62248683,0.156584159,0.720629156,0.968545675,0.147896275,-0.164792329,0.163921267,-0.296071678,-0.048205387,-0.18926397,0.396420985,0.582125902,-0.35237816,-0.382561773,0.313586622,0.371317774,-0.974728286,0.626686156,-0.109504178,-0.577386677,-0.562895417,0.06216792,0.453799278
2578,0.064184152,0.36447078,0.382823259,-0.02002334,0.384011149,0.08828225,-0.336589128,-0.347796708,0.400145411,0.737737894,0.181691244,0.763365984,0.933639109,0.147610649,-0.220977008,0.289917141,-0.140957117,-0.217885599,-0.206640944,0.287834644,0.574140608,-0.308855116,-0.389170051,0.412381768,0.447632104,-0.978395343,0.544778407,-0.30423373,-0.528701186,-0.667474091,0.269347191,0.294856071
3195,-0.332187176,0.483972847,0.591886759,0.395923465,0.56642133,0.352436185,-0.047504764,-0.561478615,0.423663557,0.70809257,-0.062751204,0.624266624,0.875921965,0.508014679,-0.610552728,0.373319149,0.232919767,-0.267104834,-0.377471924,-0.117729716,0.285554886,-0.211004138,-0.021626681,0.350643605,0.636796713,-0.734867096,0.56524694,-0.235182866,-0.326481253,-0.578834176,0.311655194,0.406428367
2577,0.053206224,0.118483014,0.438268989,0.115518056,0.421828568,0.663681507,-0.467523813,-0.12630266,0.358954877,0.928621233,-0.012124626,0.540007174,0.845815718,0.311662287,-0.435797155,0.23662217,-0.038543556,-0.535160959,-0.200926095,0.060662672,0.607737243,-0.604827285,-0.249221385,0.332247615,0.332573533,-1.199880004,0.477956027,-0.544364154,-0.621768832,-0.430985123,0.086812183,0.440371513
8,-0.135611668,0.508020282,-0.027696868,0.047280878,-0.047791418,0.436617136,-0.74994117,-0.484230846,0.433333635,0.829363167,0.049706232,0.55742377,0.242924243,0.432538062,-0.536747158,0.160811767,-0.125641152,-0.379938066,-0.099612594,0.139018387,0.479997486,-0.020224113,-0.738838553,0.443941742,-0.017211365,-0.914114594,-0.259204268,0.316112816,-0.350307107,0.195031464,0.328442723,0.064527795
